,start,end,activity,time_of_the_day,BalconyDoor_24,BathroomPIR_19,BedPressureLeft_13,BedPressureRight_12,BedroomDoor_10,BedroomDresser_18,BedroomMovement_16,CutleryDrawer_14,Fridge_3,Frontdoor_7,GroceriesCupboard_5,KitchenPIR_28,KitchenWindow_25,Microwave_27,PianoSeatPressure_20,PlatesCupboard_9,ServerNookSeatPressure_22,SinkFloat_21,StoveLid_15,Toaster_26,ToiletDoor_1,ToiletFlush_6,one_hot_time_of_the_day,repeated_activitiesUnary
6836,29-Jul-2009 10:42:00,29-Jul-2009 10:42:59,takeShower,0.44583333333333336,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6837,29-Jul-2009 10:43:00,29-Jul-2009 10:43:59,takeShower,0.4465277777777778,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6843,29-Jul-2009 10:49:00,29-Jul-2009 10:49:59,takeShower,0.4506944444444445,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
6844,29-Jul-2009 10:50:00,29-Jul-2009 10:50:59,getDressed,0.4513888888888889,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6845,29-Jul-2009 10:51:00,29-Jul-2009 10:51:59,getDressed,0.4520833333333333,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6847,29-Jul-2009 10:53:00,29-Jul-2009 10:53:59,idle,0.4534722222222222,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6849,29-Jul-2009 10:55:00,29-Jul-2009 10:55:59,idle,0.4548611111111111,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6851,29-Jul-2009 10:57:00,29-Jul-2009 10:57:59,idle,0.45625,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6868,29-Jul-2009 11:14:00,29-Jul-2009 11:14:59,idle,0.4680555555555556,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
6869,29-Jul-2009 11:15:00,29-Jul-2009 11:15:59,idle,0.46875,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6870,29-Jul-2009 11:16:00,29-Jul-2009 11:16:59,idle,0.4694444444444445,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6871,29-Jul-2009 11:17:00,29-Jul-2009 11:17:59,leaveHouse,0.4701388888888889,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6904,29-Jul-2009 11:50:00,29-Jul-2009 11:50:59,leaveHouse,0.4930555555555556,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0]
6905,29-Jul-2009 11:51:00,29-Jul-2009 11:51:59,leaveHouse,0.49375,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6907,29-Jul-2009 11:53:00,29-Jul-2009 11:53:59,prepareBreakfast,0.4951388888888889,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6908,29-Jul-2009 11:54:00,29-Jul-2009 11:54:59,prepareBreakfast,0.4958333333333334,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6910,29-Jul-2009 11:56:00,29-Jul-2009 11:56:59,prepareBreakfast,0.4972222222222222,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6911,29-Jul-2009 11:57:00,29-Jul-2009 11:57:59,prepareBreakfast,0.4979166666666667,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6912,29-Jul-2009 11:58:00,29-Jul-2009 11:58:59,prepareBreakfast,0.4986111111111111,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6928,29-Jul-2009 12:14:00,29-Jul-2009 12:14:59,idle,0.5097222222222222,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
6930,29-Jul-2009 12:16:00,29-Jul-2009 12:16:59,washDishes,0.5111111111111111,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6931,29-Jul-2009 12:17:00,29-Jul-2009 12:17:59,idle,0.5118055555555555,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6953,29-Jul-2009 12:39:00,29-Jul-2009 12:39:59,idle,0.5270833333333333,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
6956,29-Jul-2009 12:42:00,29-Jul-2009 12:42:59,idle,0.5291666666666667,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6964,29-Jul-2009 12:50:00,29-Jul-2009 12:50:59,idle,0.5347222222222222,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
6966,29-Jul-2009 12:52:00,29-Jul-2009 12:52:59,idle,0.5361111111111111,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
6985,29-Jul-2009 13:11:00,29-Jul-2009 13:11:59,idle,0.5493055555555556,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
6986,29-Jul-2009 13:12:00,29-Jul-2009 13:12:59,leaveHouse,0.55,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7004,29-Jul-2009 13:30:00,29-Jul-2009 13:30:59,leaveHouse,0.5625,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7005,29-Jul-2009 13:31:00,29-Jul-2009 13:31:59,leaveHouse,0.5631944444444444,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7006,29-Jul-2009 13:32:00,29-Jul-2009 13:32:59,idle,0.5638888888888889,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7007,29-Jul-2009 13:33:00,29-Jul-2009 13:33:59,idle,0.5645833333333333,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7008,29-Jul-2009 13:34:00,29-Jul-2009 13:34:59,idle,0.5652777777777778,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7014,29-Jul-2009 13:40:00,29-Jul-2009 13:40:59,idle,0.5694444444444444,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7015,29-Jul-2009 13:41:00,29-Jul-2009 13:41:59,idle,0.5701388888888889,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7019,29-Jul-2009 13:45:00,29-Jul-2009 13:45:59,idle,0.5729166666666666,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7020,29-Jul-2009 13:46:00,29-Jul-2009 13:46:59,idle,0.5736111111111111,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7023,29-Jul-2009 13:49:00,29-Jul-2009 13:49:59,idle,0.5756944444444444,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7024,29-Jul-2009 13:50:00,29-Jul-2009 13:50:59,getDressed,0.5763888888888888,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7025,29-Jul-2009 13:51:00,29-Jul-2009 13:51:59,idle,0.5770833333333333,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7026,29-Jul-2009 13:52:00,29-Jul-2009 13:52:59,idle,0.5777777777777777,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7027,29-Jul-2009 13:53:00,29-Jul-2009 13:53:59,idle,0.5784722222222223,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7028,29-Jul-2009 13:54:00,29-Jul-2009 13:54:59,idle,0.5791666666666667,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7037,29-Jul-2009 14:03:00,29-Jul-2009 14:03:59,idle,0.5854166666666667,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7039,29-Jul-2009 14:05:00,29-Jul-2009 14:05:59,idle,0.5868055555555556,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7040,29-Jul-2009 14:06:00,29-Jul-2009 14:06:59,idle,0.5875,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7041,29-Jul-2009 14:07:00,29-Jul-2009 14:07:59,idle,0.5881944444444445,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7042,29-Jul-2009 14:08:00,29-Jul-2009 14:08:59,leaveHouse,0.5888888888888889,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7144,29-Jul-2009 15:50:00,29-Jul-2009 15:50:59,leaveHouse,0.6597222222222222,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 1 1 1 0 0 0]
7145,29-Jul-2009 15:51:00,29-Jul-2009 15:51:59,leaveHouse,0.6604166666666667,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7165,29-Jul-2009 16:11:00,29-Jul-2009 16:11:59,leaveHouse,0.6743055555555556,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7167,29-Jul-2009 16:13:00,29-Jul-2009 16:13:59,leaveHouse,0.6756944444444445,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7168,29-Jul-2009 16:14:00,29-Jul-2009 16:14:59,leaveHouse,0.6763888888888889,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7170,29-Jul-2009 16:16:00,29-Jul-2009 16:16:59,leaveHouse,0.6777777777777778,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7172,29-Jul-2009 16:18:00,29-Jul-2009 16:18:59,leaveHouse,0.6791666666666667,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7173,29-Jul-2009 16:19:00,29-Jul-2009 16:19:59,leaveHouse,0.6798611111111111,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7180,29-Jul-2009 16:26:00,29-Jul-2009 16:26:59,leaveHouse,0.6847222222222222,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7181,29-Jul-2009 16:27:00,29-Jul-2009 16:27:59,leaveHouse,0.6854166666666667,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7193,29-Jul-2009 16:39:00,29-Jul-2009 16:39:59,leaveHouse,0.69375,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7194,29-Jul-2009 16:40:00,29-Jul-2009 16:40:59,leaveHouse,0.6944444444444444,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7203,29-Jul-2009 16:49:00,29-Jul-2009 16:49:59,leaveHouse,0.7006944444444444,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7204,29-Jul-2009 16:50:00,29-Jul-2009 16:50:59,leaveHouse,0.7013888888888888,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7209,29-Jul-2009 16:55:00,29-Jul-2009 16:55:59,leaveHouse,0.7048611111111112,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7210,29-Jul-2009 16:56:00,29-Jul-2009 16:56:59,leaveHouse,0.7055555555555556,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7220,29-Jul-2009 17:06:00,29-Jul-2009 17:06:59,leaveHouse,0.7125,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7221,29-Jul-2009 17:07:00,29-Jul-2009 17:07:59,leaveHouse,0.7131944444444445,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7238,29-Jul-2009 17:24:00,29-Jul-2009 17:24:59,leaveHouse,0.725,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
7241,29-Jul-2009 17:27:00,29-Jul-2009 17:27:59,leaveHouse,0.7270833333333333,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7242,29-Jul-2009 17:28:00,29-Jul-2009 17:28:59,leaveHouse,0.7277777777777777,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7245,29-Jul-2009 17:31:00,29-Jul-2009 17:31:59,leaveHouse,0.7298611111111111,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7248,29-Jul-2009 17:34:00,29-Jul-2009 17:34:59,leaveHouse,0.7319444444444444,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7249,29-Jul-2009 17:35:00,29-Jul-2009 17:35:59,leaveHouse,0.7326388888888888,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7281,29-Jul-2009 18:07:00,29-Jul-2009 18:07:59,leaveHouse,0.7548611111111111,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 1 1 0 0 0 0]
7282,29-Jul-2009 18:08:00,29-Jul-2009 18:08:59,getDressed,0.7555555555555555,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7283,29-Jul-2009 18:09:00,29-Jul-2009 18:09:59,getDressed,0.75625,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7284,29-Jul-2009 18:10:00,29-Jul-2009 18:10:59,prepareDinner,0.7569444444444444,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7285,29-Jul-2009 18:11:00,29-Jul-2009 18:11:59,prepareDinner,0.7576388888888889,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7286,29-Jul-2009 18:12:00,29-Jul-2009 18:12:59,prepareDinner,0.7583333333333333,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7287,29-Jul-2009 18:13:00,29-Jul-2009 18:13:59,prepareDinner,0.7590277777777777,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7288,29-Jul-2009 18:14:00,29-Jul-2009 18:14:59,idle,0.7597222222222222,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7289,29-Jul-2009 18:15:00,29-Jul-2009 18:15:59,prepareDinner,0.7604166666666666,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7290,29-Jul-2009 18:16:00,29-Jul-2009 18:16:59,prepareDinner,0.7611111111111111,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7291,29-Jul-2009 18:17:00,29-Jul-2009 18:17:59,prepareDinner,0.7618055555555555,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7292,29-Jul-2009 18:18:00,29-Jul-2009 18:18:59,prepareDinner,0.7625,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7297,29-Jul-2009 18:23:00,29-Jul-2009 18:23:59,eatDinner,0.7659722222222223,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7298,29-Jul-2009 18:24:00,29-Jul-2009 18:24:59,eatDinner,0.7666666666666667,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
7304,29-Jul-2009 18:30:00,29-Jul-2009 18:30:59,idle,0.7708333333333334,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 1 0 0 0 0 0]
